file,source_kind,records_sampled,field_count,score,matched_fields
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STRATEGY_KILL_SWITCH_V1_20260303_173947\strategy_kill_config.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STRATEGY_KILL_SWITCH_V1_20260303_173947\strategy_kills.json,json,1,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STRATEGY_PERF_ANALYZER_V1_20260303_172119\strategy_performance.json,json,1,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SUPERV_RUNTIME_FORENSIC_20260305_123358\runtime_registry.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TBOT_RUNLOOP_TRACE_V1_20260304_151100\audit\logs\meta_engine.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TBOT_RUNLOOP_TRACE_V1_20260304_151100\audit\logs\meta_events.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TRANSFER_FORENSIC_20260303_230222\audit\key_hashes.csv,csv,9,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TRANSFER_FORENSIC_20260303_230222\audit\locks.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TRANSFER_FORENSIC_20260303_230336\audit\key_hashes.csv,csv,9,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\TRANSFER_FORENSIC_20260303_230336\audit\locks.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\WRAPPER_EXEC_DIAG_20260304_234710\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\WRAPPER_EXEC_DIAG_20260304_235140\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\engine_daily_metrics_20260227.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\engine_daily_metrics_20260228.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\engine_daily_metrics_20260302.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\engine_daily_metrics_20260303.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\engine_daily_metrics_20260304.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\hardened_shadow_plans.jsonl,jsonl,2,12,4,"entry,strategy,symbol,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\hardening_events.jsonl,jsonl,10,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\ops\gate_state_20260227.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\ops\gate_state_20260228.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\ops\gate_state_20260302.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\ops\gate_state_20260303.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\ops\gate_state_20260304.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\process_guard.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\shadow_plans.jsonl,jsonl,25,11,4,"entry,strategy,symbol,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\sitecustomize_loaded.jsonl,jsonl,6,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\validation_v2\config_registry.jsonl,jsonl,1,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\validation_v2\governance_status.jsonl,jsonl,1,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\validation_v2\kpi_snapshots.jsonl,jsonl,1,18,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\runtime\paper\validation_v2\outcome_ledger.jsonl,jsonl,2,20,6,"entry,r_value,regime,strategy,symbol,timestamp"
